product_name,description,Product ID,Product Type,Code,Price,Cost Price,Retail Price,selling_price,Calculated Price,Fixed Shipping Price,Free Shipping,Warranty,Weight,Width,Height,Depth,Allow Purchases,Product Visible,Product Availability,Product Inventoried,Stock Level,Low Stock Level,Date Added,Date Modified,Category Details,Images,Page Title,META Keywords,Product Condition,Product URL,Redirect Old URL?,Product Tax Code,Product Custom Fields,brand_id
"LABEL, BRANDING, E-30I, ELITE"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00633955204270</div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                .508 CM
                                              |  .2 IN</div>
<div>
<span>Length:</span>
                                8.85 IN
                                              |  22.479 CM</div>
<div>
<span>Width:</span>
                                2.5 IN
                                              |  6.35 CM</div>
<div>
<span>Volume:</span>
                                .003 FT3
                                              |  0 M3</div>
<div>
<span>Shipping Weight:</span>
                                .01 LBS
                                             | 0 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
</div>
</div>
</div>
</div>
</div>",,,16W216,$13.70 USD,0,0,$8.22 USD,$8.22 USD,0,N,,1,1,1,1,Y,Y,,N,0In,0,8/26/2024,9/26/2024,,,"LABEL, BRANDING, E-30I, ELITE","LABEL, BRANDING, E-30I, ELITE",New,,,,,2
"KIT, LPTCM"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00633955669871</div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                6.2 IN
                                              |  15.748 CM</div>
<div>
<span>Length:</span>
                                6.15 IN
                                              |  15.621 CM</div>
<div>
<span>Width:</span>
                                5.15 IN
                                              |  13.081 CM</div>
<div>
<span>Volume:</span>
                                .114 FT3
                                              |  .003 M3</div>
<div>
<span>Shipping Weight:</span>
                                1.31 LBS
                                             | .59 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
</div>
</div>
</div>
</div>
</div>",,,24L951,"$2,600.00 USD",0,0,"$1,560.00 USD","$1,560.00 USD",0,N,,1,1,1,1,Y,Y,,N,0In,0,8/26/2024,9/26/2024,,,"KIT, LPTCM","KIT, LPTCM",New,,,,,2
"KIT,FUSABLE LINK HARNESS"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00633955665668</div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                2.85 IN
                                              |  7.239 CM</div>
<div>
<span>Length:</span>
                                11.7 IN
                                              |  29.718 CM</div>
<div>
<span>Width:</span>
                                8.5 IN
                                              |  21.59 CM</div>
<div>
<span>Volume:</span>
                                .164 FT3
                                              |  .005 M3</div>
<div>
<span>Shipping Weight:</span>
                                .89 LBS
                                             | .4 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
</div>
</div>
</div>
</div>
</div>",,,24L964,$543.00 USD,0,0,$325.80 USD,$325.80 USD,0,N,,1,1,1,1,Y,Y,,N,0In,0,8/26/2024,9/26/2024,,https://store-s6knf1ps94.mybigcommerce.com/product_images/import/image_24L964.jpg,"KIT,FUSABLE LINK HARNESS","KIT,FUSABLE LINK HARNESS",New,,,,,2
"CIRCUIT,BREAKER, 2P, 5A, UL489,AB"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00633955692336</div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                2.2 IN
                                              |  5.588 CM</div>
<div>
<span>Length:</span>
                                4.2 IN
                                              |  10.668 CM</div>
<div>
<span>Width:</span>
                                6 IN
                                              |  15.24 CM</div>
<div>
<span>Volume:</span>
                                .032 FT3
                                              |  .001 M3</div>
<div>
<span>Shipping Weight:</span>
                                .6 LBS
                                             | .27 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
</div>
</div>
</div>
</div>
</div>",,,17A310,$254.50 USD,0,0,$152.70 USD,$152.70 USD,0,N,,1,1,1,1,Y,Y,,N,5In,0,8/26/2024,9/26/2024,,,"CIRCUIT,BREAKER, 2P, 5A, UL489,AB","CIRCUIT,BREAKER, 2P, 5A, UL489,AB",New,,,,,2
BUSS BAR," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00633955692466</div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                1.75 IN
                                              |  4.445 CM</div>
<div>
<span>Length:</span>
                                13.75 IN
                                              |  34.925 CM</div>
<div>
<span>Width:</span>
                                2.2 IN
                                              |  5.588 CM</div>
<div>
<span>Volume:</span>
                                .031 FT3
                                              |  .001 M3</div>
<div>
<span>Shipping Weight:</span>
                                .48 LBS
                                             | .22 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
</div>
</div>
</div>
</div>
</div>",,,24V851,$178.00 USD,0,0,$106.80 USD,$106.80 USD,0,N,,1,1,1,1,Y,Y,,N,0In,0,8/26/2024,9/26/2024,,,BUSS BAR,BUSS BAR,New,,,,,2
"FITTING, FLOW CONTROL"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00633955014091</div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Country of Origin:</span>
                             US</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                1.45 IN
                                              |  3.683 CM</div>
<div>
<span>Length:</span>
                                .9 IN
                                              |  2.286 CM</div>
<div>
<span>Width:</span>
                                .9 IN
                                              |  2.286 CM</div>
<div>
<span>Volume:</span>
                                .001 FT3
                                              |  0.000 M3</div>
<div>
<span>Shipping Weight:</span>
                                .13 LBS
                                             | 0.059 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
<div class=""g-classification-block"">
<h2 class=""h5 block-title"">
                            Technical Specifications</h2>
<table class=""specification-list-table table table--convertible table-striped"" id=""table-convertible"">
<tbody>
<tr>
<th class=""list-"" scope=""row"">Type</th>
<td class=""text-align--right"">
<span><strong>Adapter</strong></span>
</td>
</tr>
</tbody>
</table>
</div>
</div>
</div>
</div>
</div>
</div>",,,16H531,$152.50 USD,0,0,$91.50 USD,$91.50 USD,0,N,,1,1,1,1,Y,Y,,N,0In,0,8/26/2024,9/26/2024,,,"FITTING, FLOW CONTROL","FITTING, FLOW CONTROL",New,,,,,2
"COVER, HEAT EXCHANGER"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00633955014756</div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                0 IN
                                              |  0 CM</div>
<div>
<span>Length:</span>
                                0 CM
                                              |  0 IN</div>
<div>
<span>Width:</span>
                                0 IN
                                              |  0 CM</div>
<div>
<span>Volume:</span>
                                0 FT3
                                              |  0 M3</div>
<div>
<span>Shipping Weight:</span>
                                0 LBS
                                             | 0 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
</div>
</div>
</div>
</div>
</div>",,,16H764,$129.00 USD,0,0,$77.40 USD,$77.40 USD,0,N,,1,1,1,1,Y,Y,,N,0In,0,8/26/2024,9/26/2024,,,"COVER, HEAT EXCHANGER","COVER, HEAT EXCHANGER",New,,,,,2
"COVER, RADIATOR MOUNT PAINTED"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00633955015159</div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                49.5 IN
                                              |  125.73 CM</div>
<div>
<span>Length:</span>
                                22.5 IN
                                              |  57.15 CM</div>
<div>
<span>Width:</span>
                                22.5 IN
                                              |  57.15 CM</div>
<div>
<span>Volume:</span>
                                14.502 FT3
                                              |  .411 M3</div>
<div>
<span>Shipping Weight:</span>
                                21.77 KG
                                             | 48 LBS</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
</div>
</div>
</div>
</div>
</div>",,,16H872,"$1,325.00 USD",0,0,$795.00 USD,$795.00 USD,0,N,,1,1,1,1,Y,Y,,N,0In,0,8/26/2024,9/26/2024,,,"COVER, RADIATOR MOUNT PAINTED","COVER, RADIATOR MOUNT PAINTED",New,,,,,2
"COVER,OVERLOAD SWITCH, PAINT"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00633955238275</div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                4 IN
                                              |  10.16 CM</div>
<div>
<span>Length:</span>
                                4.5 IN
                                              |  11.43 CM</div>
<div>
<span>Width:</span>
                                4.5 IN
                                              |  11.43 CM</div>
<div>
<span>Volume:</span>
                                .047 FT3
                                              |  .001 M3</div>
<div>
<span>Shipping Weight:</span>
                                .48 KG
                                             | 1.07 LBS</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
</div>
</div>
</div>
</div>
</div>",,,16X024,$96.00 USD,0,0,$57.60 USD,$57.60 USD,0,N,,1,1,1,1,Y,Y,,N,0In,0,8/26/2024,9/26/2024,,,"COVER,OVERLOAD SWITCH, PAINT","COVER,OVERLOAD SWITCH, PAINT",New,,,,,2
"Turnkey Integrated PowerStation, 35CFM, Reactor 2 H-30, Fusion AP Gun, (5) Heated Hoses with Xtreme-Wrap, Whip Hose","Change the way you configure your rig and prepare for the jobsite. The all new Integrated PowerStation, including a Tier 4 Final engine, features a compact design, smaller footprint, and is plug-and-play with standard Reactor 2 proportioners, making it easy to set up your rig and to start spraying quickly. A 2 engineered solution that gives you more air power, more auxiliary power, more layout flexibility, more heat options and more fuel savings. <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             755652942542</div>
<div>
<span>Family Code:</span>
                                     FAMEIE</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
<div class=""g-classification-block"">
<h2 class=""h5 block-title"">
                            Technical Specifications</h2>
<table class=""specification-list-table table table--convertible table-striped"" id=""table-convertible"">
<tbody>
<tr>
<th class=""list-"" scope=""row"">Air Controls Included</th>
<td class=""text-align--right"">
<span><strong>Included</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Air Dryer Consumption (CFM)</th>
<td class=""text-align--right"">
<span><strong>35</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Air Dryer Model</th>
<td class=""text-align--right"">
<span><strong>Hankison HIT35</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Alternator Brand</th>
<td class=""text-align--right"">
<span><strong>Mecc Alte</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Alternator Peak Consumption (kVa)</th>
<td class=""text-align--right"">
<span><strong>22</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Alternator Voltage (V)</th>
<td class=""text-align--right"">
<span><strong>240</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Aux Power @ 240 V</th>
<td class=""text-align--right"">
<span><strong>30+ amps</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Compressor Air Consumption (CFM)</th>
<td class=""text-align--right"">
<span><strong>35</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Compressor Model</th>
<td class=""text-align--right"">
<span><strong>Hydrovane HV17</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Engine Model</th>
<td class=""text-align--right"">
<span><strong>Kohler KDI1903TCR</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Engine Size (kW)</th>
<td class=""text-align--right"">
<span><strong>33.6</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Fuel Tank Included</th>
<td class=""text-align--right"">
<span><strong>Not Included</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Pallet Height (in)</th>
<td class=""text-align--right"">
<span><strong>63</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Pallet Length (in)</th>
<td class=""text-align--right"">
<span><strong>57.45</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Pallet Width (in)</th>
<td class=""text-align--right"">
<span><strong>46.75</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Power Rating (kW)</th>
<td class=""text-align--right"">
<span><strong>15</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Weight (kg)</th>
<td class=""text-align--right"">
<span><strong>907.2</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">system_includes</th>
<td class=""text-align--right"">
<span><strong>Turnkey</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Product Series</th>
<td class=""text-align--right"">
<span><strong>Non-Elite</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Hose Package</th>
<td class=""text-align--right"">
<span><strong>Multi-Hose</strong></span>
</td>
</tr>
</tbody>
</table>
</div>
</div>
</div>
</div>
</div>
</div>",,,AH8020,,0,0,0,0,0,N,,1,1,1,1,Y,Y,,N,0,0,8/26/2024,9/26/2024,,https://store-s6knf1ps94.mybigcommerce.com/product_images/import/image_AH8020.jpg,"Turnkey Integrated PowerStation, 35CFM, Reactor 2 H-30, Fusion AP Gun, (5) Heated Hoses with Xtreme-Wrap, Whip Hose","Turnkey Integrated PowerStation, 35CFM, Reactor 2 H-30, Fusion AP Gun, (5) Heated Hoses with Xtreme-Wrap, Whip Hose",New,,,,,2
"IPS E-30 SYSTEM,BARE,35CFM"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00755652942566</div>
<div>
<span>Family Code:</span>
                                     FAMEIE</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                215.9 CM
                                              |  85 IN</div>
<div>
<span>Length:</span>
                                81 IN
                                              |  205.74 CM</div>
<div>
<span>Width:</span>
                                63 IN
                                              |  160.02 CM</div>
<div>
<span>Volume:</span>
                                251.016 FT3
                                              |  7.108 M3</div>
<div>
<span>Shipping Weight:</span>
                                2636 LBS
                                             | 1195.67 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
</div>
</div>
</div>
</div>
</div>",,,998010,,0,0,0,0,0,N,,1,1,1,1,Y,Y,,N,0,0,8/26/2024,9/26/2024,,,"IPS E-30 SYSTEM,BARE,35CFM","IPS E-30 SYSTEM,BARE,35CFM",New,,,,,2
"IPS H-30 SYSTEM,BARE,35CFM"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00755652942573</div>
<div>
<span>Family Code:</span>
                                     FAMEIE</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                85 IN
                                              |  215.9 CM</div>
<div>
<span>Length:</span>
                                57 IN
                                              |  144.78 CM</div>
<div>
<span>Width:</span>
                                80 IN
                                              |  203.2 CM</div>
<div>
<span>Volume:</span>
                                224.306 FT3
                                              |  6.352 M3</div>
<div>
<span>Shipping Weight:</span>
                                2844 LBS
                                             | 1290.02 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
</div>
</div>
</div>
</div>
</div>",,,998020,,0,0,0,0,0,N,,1,1,1,1,Y,Y,,N,0,0,8/26/2024,9/26/2024,,,"IPS H-30 SYSTEM,BARE,35CFM","IPS H-30 SYSTEM,BARE,35CFM",New,,,,,2
"HANDLE,SELECTOR, ON/OFF"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00633955029798</div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                2.2 IN
                                              |  5.588 CM</div>
<div>
<span>Length:</span>
                                4.75 IN
                                              |  12.065 CM</div>
<div>
<span>Width:</span>
                                6.8 IN
                                              |  17.272 CM</div>
<div>
<span>Volume:</span>
                                .001 M3
                                              |  .041 FT3</div>
<div>
<span>Shipping Weight:</span>
                                .15 LBS
                                             | .07 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
<div class=""g-classification-block"">
<h2 class=""h5 block-title"">
                            Technical Specifications</h2>
<table class=""specification-list-table table table--convertible table-striped"" id=""table-convertible"">
<tbody>
<tr>
<th class=""list-"" scope=""row"">Type</th>
<td class=""text-align--right"">
<span><strong>Handle</strong></span>
</td>
</tr>
</tbody>
</table>
</div>
</div>
</div>
</div>
</div>
</div>",,,16K893,$88.75 USD,0,0,$53.25 USD,$53.25 USD,0,N,,1,1,1,1,Y,Y,,N,2In,0,8/26/2024,9/26/2024,,,"HANDLE,SELECTOR, ON/OFF","HANDLE,SELECTOR, ON/OFF",New,,,,,2
"FITTING,BULKHEAD, BRASS, 3/8"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00633955038813</div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Country of Origin:</span>
                             US</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                1.35 IN
                                              |  3.429 CM</div>
<div>
<span>Length:</span>
                                1.55 IN
                                              |  3.937 CM</div>
<div>
<span>Width:</span>
                                1.5 IN
                                              |  3.810 CM</div>
<div>
<span>Volume:</span>
                                .002 FT3
                                              |  0.000 M3</div>
<div>
<span>Shipping Weight:</span>
                                .39 LBS
                                             | 0.177 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
<div class=""g-classification-block"">
<h2 class=""h5 block-title"">
                            Technical Specifications</h2>
<table class=""specification-list-table table table--convertible table-striped"" id=""table-convertible"">
<tbody>
<tr>
<th class=""list-"" scope=""row"">Material</th>
<td class=""text-align--right"">
<span><strong>Brass</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Size A (in)</th>
<td class=""text-align--right"">
<span><strong>3/8</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Size A (mm)</th>
<td class=""text-align--right"">
<span><strong>9.525</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">System of Measurement</th>
<td class=""text-align--right"">
<span><strong>Imperial</strong></span>
</td>
</tr>
<tr>
<th class=""list-"" scope=""row"">Type</th>
<td class=""text-align--right"">
<span><strong>Connector</strong></span>
</td>
</tr>
</tbody>
</table>
</div>
</div>
</div>
</div>
</div>
</div>",,,16N177,$45.80 USD,0,0,$27.48 USD,$27.48 USD,0,N,,1,1,1,1,Y,Y,,N,0In,0,8/26/2024,9/26/2024,,,"FITTING,BULKHEAD, BRASS, 3/8","FITTING,BULKHEAD, BRASS, 3/8",New,,,,,2
"TRANSFORMER,120 VAC TO 24VDC,M12 CONN"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00633955067967</div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                1.45 IN
                                              |  3.683 CM</div>
<div>
<span>Length:</span>
                                5.3 IN
                                              |  13.462 CM</div>
<div>
<span>Width:</span>
                                4.95 IN
                                              |  12.573 CM</div>
<div>
<span>Volume:</span>
                                .022 FT3
                                              |  .001 M3</div>
<div>
<span>Shipping Weight:</span>
                                .24 LBS
                                             | .11 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
</div>
</div>
</div>
</div>
</div>",,,16N946,$372.00 USD,0,0,$223.20 USD,$223.20 USD,0,N,,1,1,1,1,Y,Y,,N,0In,0,8/26/2024,9/26/2024,,,"TRANSFORMER,120 VAC TO 24VDC,M12 CONN","TRANSFORMER,120 VAC TO 24VDC,M12 CONN",New,,,,,2
"ENCLOSURE, SWITCH BOX"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00633955462847</div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                4.75 IN
                                              |  12.065 CM</div>
<div>
<span>Length:</span>
                                9.375 IN
                                              |  23.813 CM</div>
<div>
<span>Width:</span>
                                8 IN
                                              |  20.32 CM</div>
<div>
<span>Volume:</span>
                                .206 FT3
                                              |  .006 M3</div>
<div>
<span>Shipping Weight:</span>
                                .76 LBS
                                             | .35 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
</div>
</div>
</div>
</div>
</div>",,,24T849,$432.00 USD,0,0,$259.20 USD,$259.20 USD,0,N,,1,1,1,1,Y,Y,,N,0In,0,8/26/2024,9/26/2024,,,"ENCLOSURE, SWITCH BOX","ENCLOSURE, SWITCH BOX",New,,,,,2
"TUBE, A-SIDE, OUTLET"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                              </div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Country of Origin:</span>
                             US</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                1.4 IN
                                              |  3.556 CM</div>
<div>
<span>Length:</span>
                                2.5 IN
                                              |  6.350 CM</div>
<div>
<span>Width:</span>
                                5.95 IN
                                              |  15.113 CM</div>
<div>
<span>Volume:</span>
                                .012 FT3
                                              |  0.000 M3</div>
<div>
<span>Shipping Weight:</span>
                                .32 LBS
                                             | 0.145 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
<div class=""g-classification-block"">
<h2 class=""h5 block-title"">
                            Technical Specifications</h2>
<table class=""specification-list-table table table--convertible table-striped"" id=""table-convertible"">
<tbody>
<tr>
<th class=""list-"" scope=""row"">Type</th>
<td class=""text-align--right"">
<span><strong>Drain Tube</strong></span>
</td>
</tr>
</tbody>
</table>
</div>
</div>
</div>
</div>
</div>
</div>",,,16W204,$88.25 USD,0,0,$52.95 USD,$52.95 USD,0,N,,1,1,1,1,Y,Y,,N,0In,0,8/26/2024,9/26/2024,,,"TUBE, A-SIDE, OUTLET","TUBE, A-SIDE, OUTLET",New,,,,,2
"CONNECTOR, NEMA 5-15, QWIK LOK"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00633955253902</div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Country of Origin:</span>
                              </div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                0 IN
                                              |  0.000 CM</div>
<div>
<span>Length:</span>
                                0 IN
                                              |  0.000 CM</div>
<div>
<span>Width:</span>
                                0 IN
                                              |  0.000 CM</div>
<div>
<span>Volume:</span>
                                0 FT3
                                              |  0.000 M3</div>
<div>
<span>Shipping Weight:</span>
                                0 LBS
                                             | 0.000 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
</div>
</div>
</div>
</div>
</div>",,,16X143,$189.00 USD,0,0,$113.40 USD,$113.40 USD,0,N,,1,1,1,1,Y,Y,,N,0In,0,8/26/2024,9/26/2024,,,"CONNECTOR, NEMA 5-15, QWIK LOK","CONNECTOR, NEMA 5-15, QWIK LOK",New,,,,,2
"KIT,REPAIR, TUBING"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             633955050778</div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                13.2 IN
                                              |  33.528 CM</div>
<div>
<span>Length:</span>
                                13.2 IN
                                              |  33.528 CM</div>
<div>
<span>Width:</span>
                                2.4 IN
                                              |  6.096 CM</div>
<div>
<span>Volume:</span>
                                .24 FT3
                                              |  .007 M3</div>
<div>
<span>Shipping Weight:</span>
                                .7 LBS
                                             | .32 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
</div>
</div>
</div>
</div>
</div>",,,24M650,$142.50 USD,0,0,$85.50 USD,$85.50 USD,0,N,,1,1,1,1,Y,Y,,N,0In,0,8/26/2024,9/26/2024,,,"KIT,REPAIR, TUBING","KIT,REPAIR, TUBING",New,,,,,2
"SUPPORT, BATTERY, PAINTED"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00633955040236</div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                27.6 IN
                                              |  70.104 CM</div>
<div>
<span>Length:</span>
                                15.6 IN
                                              |  39.624 CM</div>
<div>
<span>Width:</span>
                                15.6 IN
                                              |  39.624 CM</div>
<div>
<span>Volume:</span>
                                3.89 FT3
                                              |  .11 M3</div>
<div>
<span>Shipping Weight:</span>
                                18.5 LBS
                                             | 8.39 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
</div>
</div>
</div>
</div>
</div>",,,24J690,$382.00 USD,0,0,$229.20 USD,$229.20 USD,0,N,,1,1,1,1,Y,Y,,N,0In,0,8/26/2024,9/26/2024,,,"SUPPORT, BATTERY, PAINTED","SUPPORT, BATTERY, PAINTED",New,,,,,2
"KIT, FITTING, DRAIN"," <h2>Specifications</h2> <div class=""specification-content"">
<div>
<span>UPC Product:</span>
                             00633955046412</div>
<div>
<span>Family Code:</span>
                                     FAMFPA</div>
<div>
<span>Unit of Measure:</span>
                             EA</div>
<div>
<span>Height:</span>
                                4.3 IN
                                              |  10.922 CM</div>
<div>
<span>Length:</span>
                                16.002 CM
                                              |  6.3 IN</div>
<div>
<span>Width:</span>
                                4.3 IN
                                              |  10.922 CM</div>
<div>
<span>Volume:</span>
                                .067 FT3
                                              |  .002 M3</div>
<div>
<span>Shipping Weight:</span>
                                1.52 LBS
                                             | .69 KG</div>
<div class=""row"">
<div class=""col-md-9 col-lg-6"">
<div class=""product-classifications"">
<div class=""g-prod-classifications-wp"">
</div>
</div>
</div>
</div>
</div>",,,24K286,$185.00 USD,0,0,$111.00 USD,$111.00 USD,0,N,,1,1,1,1,Y,Y,,N,0In,0,8/26/2024,9/26/2024,,,"KIT, FITTING, DRAIN","KIT, FITTING, DRAIN",New,,,,,2
